# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008107	Carcinoma, Hepatocellular	MESH:D006528	EGF	1950	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		9029167
d008107	Carcinoma, Hepatocellular	MESH:D006528	EGFR	1956	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		9029167
d008107	Carcinoma, Hepatocellular	MESH:D006528	EGR1	1958	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	EGR2	1959	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	EHD3	30845	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	EIF3H	8667	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		14578863
d008107	Carcinoma, Hepatocellular	MESH:D006528	ENO1	2023	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21472284
d008107	Carcinoma, Hepatocellular	MESH:D006528	EPHX1	2052	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		7892276
d008107	Carcinoma, Hepatocellular	MESH:D006528	EPS8L3	79574	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	ERP29	10961	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21472284
d008107	Carcinoma, Hepatocellular	MESH:D006528	ESM1	11082	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	ESR1	2099	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19363144|28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	ETFA	2108	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21472284
d008107	Carcinoma, Hepatocellular	MESH:D006528	EXO1	9156	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	EZH2	2146	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	F2	2147	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		2821104
d008107	Carcinoma, Hepatocellular	MESH:D006528	FABP5	2171	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21472284
d008107	Carcinoma, Hepatocellular	MESH:D006528	FAM111B	374393	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FAM134B	100859798	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FAM180A	389558	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FAM65C	428169	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FAM72B	653820	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FAM83D	81610	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FANCD2	2177	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FANCI	55215	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FASN	2194	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		14563831|15543204|21147110
d008107	Carcinoma, Hepatocellular	MESH:D006528	FATE1	89885	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		15580283
d008107	Carcinoma, Hepatocellular	MESH:D006528	FBP1	2203	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		22039417
d008107	Carcinoma, Hepatocellular	MESH:D006528	FBXL18	80028	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FCN2	2220	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FCN3	8547	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FDFT1	2222	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21147110
d008107	Carcinoma, Hepatocellular	MESH:D006528	FGF19	9965	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25822088
d008107	Carcinoma, Hepatocellular	MESH:D006528	FGF3	2248	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25822088
d008107	Carcinoma, Hepatocellular	MESH:D006528	FGF4	2249	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25822088
d008107	Carcinoma, Hepatocellular	MESH:D006528	FLVCR1	28982	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FOS	2353	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560|9029167
d008107	Carcinoma, Hepatocellular	MESH:D006528	FOSB	2354	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FOXM1	2305	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		15082532|17173139|28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	FST	10468	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		12203361|19363144
d008107	Carcinoma, Hepatocellular	MESH:D006528	GABRD	2563	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GAPDH	2597	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		16767786|21472284
d008107	Carcinoma, Hepatocellular	MESH:D006528	GBA3	57733	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GDF15	9518	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		20512989
d008107	Carcinoma, Hepatocellular	MESH:D006528	GDF2	2658	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		23936038|28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GHR	2690	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GINS1	9837	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GJB1	2705	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		17978847
d008107	Carcinoma, Hepatocellular	MESH:D006528	GLI1	2735	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		26189965
d008107	Carcinoma, Hepatocellular	MESH:D006528	GLUL	2752	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19363144
d008107	Carcinoma, Hepatocellular	MESH:D006528	GMNN	51053	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GNAO1	2775	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GNAZ	2781	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GNMT	27232	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19146867|31086990
d008107	Carcinoma, Hepatocellular	MESH:D006528	GPC3	2719	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		16698587|28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GPM6A	2823	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GPR158	57512	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GPR182	11318	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GSTM1	2944	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		7892276
d008107	Carcinoma, Hepatocellular	MESH:D006528	GSTP1	2950	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		9029167
d008107	Carcinoma, Hepatocellular	MESH:D006528	GTSE1	51512	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	GYS2	2998	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	HAMP	57817	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	HAO2	51179	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	HERC5	51191	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28919514
d008107	Carcinoma, Hepatocellular	MESH:D006528	HGF	3082	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		11896611|9932610
d008107	Carcinoma, Hepatocellular	MESH:D006528	HGFAC	3083	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19363144
d008107	Carcinoma, Hepatocellular	MESH:D006528	HHIP	64399	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		18559595
d008107	Carcinoma, Hepatocellular	MESH:D006528	HJURP	55355	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	HMGB2	3148	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		20851854
d008107	Carcinoma, Hepatocellular	MESH:D006528	HMGCR	3156	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21147110|9207284
d008107	Carcinoma, Hepatocellular	MESH:D006528	HMMR	3161	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	HOTAIR	100124700	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21327457
d008107	Carcinoma, Hepatocellular	MESH:D006528	HOXA10	3206	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	HOXA13	3209	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	HOXD9	3235	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	HRAS	3265	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		20118494|27517622|28284560|8200073|9311599
d008107	Carcinoma, Hepatocellular	MESH:D006528	HSD3B2	3284	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19363144
d008107	Carcinoma, Hepatocellular	MESH:D006528	HSPA5	3309	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21472284|29698666
d008107	Carcinoma, Hepatocellular	MESH:D006528	HSPA9	3313	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21472284
d008107	Carcinoma, Hepatocellular	MESH:D006528	HSPB1	3315	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21472284
d008107	Carcinoma, Hepatocellular	MESH:D006528	HTATIP2	10553	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		16799960
d008107	Carcinoma, Hepatocellular	MESH:D006528	IDH1	3417	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21472284
d008107	Carcinoma, Hepatocellular	MESH:D006528	IFNA1	3439	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		17088986|17971768|18665156
d008107	Carcinoma, Hepatocellular	MESH:D006528	IGBP1	3476	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21339737
d008107	Carcinoma, Hepatocellular	MESH:D006528	IGF1	3479	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	IGF1R	3480	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		17441810|23958494
d008107	Carcinoma, Hepatocellular	MESH:D006528	IGF2	3481	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		12532445|16092956
d008107	Carcinoma, Hepatocellular	MESH:D006528	IGF2BP1	10642	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	IGF2BP3	10643	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	IGF2R	3482	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism	114550	15057872
d008107	Carcinoma, Hepatocellular	MESH:D006528	IGFALS	3483	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	IL1RAP	3556	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	IL1RN	3557	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	IL6	3569	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		17615358|20818158|26297436|27022031
d008107	Carcinoma, Hepatocellular	MESH:D006528	INMT	11185	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	INPP4B	8821	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		29415082
d008107	Carcinoma, Hepatocellular	MESH:D006528	INS-IGF2	723961	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	IQGAP1	8826	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		20977743
d008107	Carcinoma, Hepatocellular	MESH:D006528	IQGAP2	10788	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		20977743
d008107	Carcinoma, Hepatocellular	MESH:D006528	IQGAP3	128239	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	IRF2	3660	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		22561517
d008107	Carcinoma, Hepatocellular	MESH:D006528	IRS1	3667	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		1311924|23958494
d008107	Carcinoma, Hepatocellular	MESH:D006528	IRS2	8660	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		16127164
d008107	Carcinoma, Hepatocellular	MESH:D006528	ISG15	9636	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28919514
d008107	Carcinoma, Hepatocellular	MESH:D006528	ITIH3	3699	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19363144
d008107	Carcinoma, Hepatocellular	MESH:D006528	JDP2	122953	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		20214788
d008107	Carcinoma, Hepatocellular	MESH:D006528	JUN	3725	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		20214788
d008107	Carcinoma, Hepatocellular	MESH:D006528	KBTBD11	9920	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	KCNN2	3781	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	KDM8	79831	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	KIF11	3832	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	KIF14	9928	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	KIF15	56992	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	KIF18A	81930	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	KIF18B	146909	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	KIF20A	10112	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	KIF23	9493	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	KIF2C	11004	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
d008107	Carcinoma, Hepatocellular	MESH:D006528	KIF4A	24137	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28284560
