# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008107	Hepatitis B, Chronic	MESH:D019694	CCN2	1490	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		17657819
d008107	Hepatitis B, Chronic	MESH:D019694	HLA-C	3107	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		24162738
d008107	Hepatitis B, Chronic	MESH:D019694	HLA-DPA1	3113	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		19349983
d008107	Hepatitis B, Chronic	MESH:D019694	HLA-DPB1	3115	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		19349983
d008107	Hepatitis B, Chronic	MESH:D019694	HP	3240	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		16597321
d008107	Hepatitis B, Chronic	MESH:D019694	IFNA2	3440	Digestive system disease|Viral disease	Digestive system disease|Viral disease	therapeutic		12802750|15340535|15751770|16246192|16476009|16557544|16944240
d008107	Hepatitis B, Chronic	MESH:D019694	MIR885	100126334	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		27738331
d008107	Hepatitis B, Chronic	MESH:D019694	UBE2L3	7332	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		24162738
d008107	Hepatitis C	MESH:D006526	CCR5	1234	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism	609532	
d008107	Hepatitis C	MESH:D006526	CD81	975	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		17517063
d008107	Hepatitis C	MESH:D006526	CYP2A6	1548	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		8864187
d008107	Hepatitis C	MESH:D006526	CYP2B1	24300	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		8864187
d008107	Hepatitis C	MESH:D006526	CYP3A4	1576	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		8864187
d008107	Hepatitis C	MESH:D006526	DDX58	23586	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		20170495
d008107	Hepatitis C	MESH:D006526	HFE	3077	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		15865084
d008107	Hepatitis C	MESH:D006526	IFNA2	3440	Digestive system disease|Viral disease	Digestive system disease|Viral disease	therapeutic		11010742|11132533|11981781|15980766|19302339|19691667|9722937
d008107	Hepatitis C	MESH:D006526	IFNG	3458	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism	609532	
d008107	Hepatitis C	MESH:D006526	IFNL3	282617	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism	609532	
d008107	Hepatitis C	MESH:D006526	LOX	4015	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		16023247
d008107	Hepatitis C	MESH:D006526	LOXL2	4017	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		16023247
d008107	Hepatitis C	MESH:D006526	LPL	4023	Digestive system disease|Viral disease	Digestive system disease|Viral disease	therapeutic		17517063
d008107	Hepatitis C	MESH:D006526	OPRM1	4988	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		12937158|17299060
d008107	Hepatitis C	MESH:D006526	PTPRC	5788	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism	609532	
d008107	Hepatitis C	MESH:D006526	SCARB1	949	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		17517063
d008107	Hepatitis C, Chronic	MESH:D019698	HP	3240	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		16597321
d008107	Hepatitis C, Chronic	MESH:D019698	IFNA	111654	Digestive system disease|Viral disease	Digestive system disease|Viral disease	therapeutic		9058296
d008107	Hepatitis C, Chronic	MESH:D019698	IFNA2	3440	Digestive system disease|Viral disease	Digestive system disease|Viral disease	therapeutic		11454181|15293138|15751770|15951019|15996025|16476009|16633111|18294165|9563925|9860407
d008107	Hepatitis C, Chronic	MESH:D019698	ITGB6	3694	Digestive system disease|Viral disease	Digestive system disease|Viral disease	marker/mechanism		18221819
d008107	Hepatitis, Chronic	MESH:D006521	ACTA2	59	Digestive system disease	Digestive system disease	marker/mechanism		22879914
d008107	Hepatitis, Chronic	MESH:D006521	ATOX1	475	Digestive system disease	Digestive system disease	marker/mechanism		25053573
d008107	Hepatitis, Chronic	MESH:D006521	ATP7A	538	Digestive system disease	Digestive system disease	marker/mechanism		25053573
d008107	Hepatitis, Chronic	MESH:D006521	CASP3	836	Digestive system disease	Digestive system disease	marker/mechanism		22879914
d008107	Hepatitis, Chronic	MESH:D006521	CAT	847	Digestive system disease	Digestive system disease	marker/mechanism		25053573
d008107	Hepatitis, Chronic	MESH:D006521	CCS	9973	Digestive system disease	Digestive system disease	marker/mechanism		25053573
d008107	Hepatitis, Chronic	MESH:D006521	COMMD1	150684	Digestive system disease	Digestive system disease	marker/mechanism		22879914|25053573
d008107	Hepatitis, Chronic	MESH:D006521	COX17	10063	Digestive system disease	Digestive system disease	marker/mechanism		25053573
d008107	Hepatitis, Chronic	MESH:D006521	CP	1356	Digestive system disease	Digestive system disease	marker/mechanism		25053573
d008107	Hepatitis, Chronic	MESH:D006521	GNMT	27232	Digestive system disease	Digestive system disease	marker/mechanism		19146867
d008107	Hepatitis, Chronic	MESH:D006521	GPX1	2876	Digestive system disease	Digestive system disease	marker/mechanism		25053573
d008107	Hepatitis, Chronic	MESH:D006521	HGF	3082	Digestive system disease	Digestive system disease	marker/mechanism		22879914
d008107	Hepatitis, Chronic	MESH:D006521	IFNA2	3440	Digestive system disease	Digestive system disease	therapeutic		15516819
d008107	Hepatitis, Chronic	MESH:D006521	KRT19	3880	Digestive system disease	Digestive system disease	marker/mechanism		22879914
d008107	Hepatitis, Chronic	MESH:D006521	KRT7	3855	Digestive system disease	Digestive system disease	marker/mechanism		22879914
d008107	Hepatitis, Chronic	MESH:D006521	MET	4233	Digestive system disease	Digestive system disease	marker/mechanism		22879914
d008107	Hepatitis, Chronic	MESH:D006521	MKI67	4288	Digestive system disease	Digestive system disease	marker/mechanism		22879914
d008107	Hepatitis, Chronic	MESH:D006521	MT1A	4489	Digestive system disease	Digestive system disease	marker/mechanism		25053573
d008107	Hepatitis, Chronic	MESH:D006521	SMAD2	4087	Digestive system disease	Digestive system disease	marker/mechanism		22879914
d008107	Hepatitis, Chronic	MESH:D006521	SOD1	6647	Digestive system disease	Digestive system disease	marker/mechanism		25053573
d008107	Hepatitis, Chronic	MESH:D006521	STAT3	6774	Digestive system disease	Digestive system disease	marker/mechanism		22879914
d008107	Hepatitis, Chronic	MESH:D006521	TGFB1	7040	Digestive system disease	Digestive system disease	marker/mechanism		22879914
d008107	Hepatolenticular Degeneration	MESH:D006527	A2M	2	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	AHCY	191	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	ANKS1B	56899	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	ANXA5	308	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		21751376
d008107	Hepatolenticular Degeneration	MESH:D006527	APOE	348	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		10686180
d008107	Hepatolenticular Degeneration	MESH:D006527	ASMT	438	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	ATP7B	540	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism	277900	10686180|10790207|10830865|10982773|11157799|11405812|11472373|11803042|11854914|11985593|12228238|12544487|12820478|14574444|14579150|14998371|15135151|15147237|15911138|16133174|16607473|16824500|16932613|17182432|17276780|17634212|17919502|18371106|18779302|19888908|20647314|21146535|21242307|21364284|21406592|22130675|22455587|22565294|22677543|22802922|22945834|22981378|23235335|23333878|23789284|23843956|23963605|24094725|24892424|25003971|25134866
d008107	Hepatolenticular Degeneration	MESH:D006527	BHMT	635	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	CAMK2A	815	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	CP	1356	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		22243965|23519153|7849148
d008107	Hepatolenticular Degeneration	MESH:D006527	CXCL8	3576	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		25002079
d008107	Hepatolenticular Degeneration	MESH:D006527	HAMP	57817	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	IL10	3586	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		25002079
d008107	Hepatolenticular Degeneration	MESH:D006527	IL6	3569	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		25002079
d008107	Hepatolenticular Degeneration	MESH:D006527	LOX	4015	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		16023247
d008107	Hepatolenticular Degeneration	MESH:D006527	LOXL2	4017	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		16023247
d008107	Hepatolenticular Degeneration	MESH:D006527	NDUFB7	4713	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	PPP3CA	5530	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	PPP3CB	5532	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	PRNP	5621	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		16831968
d008107	Hepatolenticular Degeneration	MESH:D006527	SDHAF2	54949	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	SNCA	6622	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		23519153
d008107	Hepatolenticular Degeneration	MESH:D006527	TIMP1	7076	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		26241054
d008107	Hepatolenticular Degeneration	MESH:D006527	TNF	7124	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease	marker/mechanism		25002079
d008107	Hepatomegaly	MESH:D006529	A1BG	1	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	ABCC3	8714	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	ACOT1	641371	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	ADAM3A	1587	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	ADAMTS5	11096	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	ADAMTSL2	9719	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		18677313
d008107	Hepatomegaly	MESH:D006529	AHR	196	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism|therapeutic		26278112|28487374
d008107	Hepatomegaly	MESH:D006529	AKR7A3	22977	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	ALB	213	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		30026087
d008107	Hepatomegaly	MESH:D006529	ALDH1B1	219	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	ATG5	9474	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		22491424
d008107	Hepatomegaly	MESH:D006529	CABCOCO1	219621	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	CAMK2A	815	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	COPS3	8533	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	CRYGD	1421	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	CYBA	1535	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	CYGB	114757	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		30026087
d008107	Hepatomegaly	MESH:D006529	CYP1A1	1543	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	CYP1A2	1544	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		10445756
d008107	Hepatomegaly	MESH:D006529	CYP1B1	1545	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	therapeutic		27036855
d008107	Hepatomegaly	MESH:D006529	CYP2B1	24300	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	DAPK2	23604	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	DSCAM	1826	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	FGF12	2257	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	GALNT13	114805	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	GPR155	151556	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	HDC	3067	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	IGG-2A	367586	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	IGH-6	299357	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	IGKC	3514	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	KB15	366992	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	KEAP1	9817	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		30026087
d008107	Hepatomegaly	MESH:D006529	KLF11	8462	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	LEP	3952	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		19716478
d008107	Hepatomegaly	MESH:D006529	LEPR	3953	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		23038009|29743445
d008107	Hepatomegaly	MESH:D006529	MAPK14	1432	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		30026087
d008107	Hepatomegaly	MESH:D006529	MBOAT2	129642	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	MIR192	406967	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	therapeutic		28483554
d008107	Hepatomegaly	MESH:D006529	MLC1	23209	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	MYO1B	4430	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	NFE2L2	4780	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		30026087
d008107	Hepatomegaly	MESH:D006529	NOS2	4843	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		30026087
d008107	Hepatomegaly	MESH:D006529	NOS3	4846	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		30026087
d008107	Hepatomegaly	MESH:D006529	NR1H2	7376	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	NR1H4	9971	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		29142166
d008107	Hepatomegaly	MESH:D006529	NR1I2	8856	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		23607986
d008107	Hepatomegaly	MESH:D006529	NR1I3	9970	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		23607986|23721867|25656644
d008107	Hepatomegaly	MESH:D006529	NR5A2	2494	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		29515023
d008107	Hepatomegaly	MESH:D006529	PEPD	5184	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		16470701
d008107	Hepatomegaly	MESH:D006529	PPARA	5465	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		14982965
d008107	Hepatomegaly	MESH:D006529	PRSS35	167681	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	RELA	5970	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		30026087
d008107	Hepatomegaly	MESH:D006529	RGD1565959	301230	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	SBSPON	157869	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	SESN2	83667	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	therapeutic		28209544
d008107	Hepatomegaly	MESH:D006529	SLC29A3	55315	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		20140240
d008107	Hepatomegaly	MESH:D006529	STAC3	246329	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		28108177
d008107	Hepatomegaly	MESH:D006529	TGFB1	7040	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		30026087
d008107	Hepatomegaly	MESH:D006529	TRIM37	4591	Digestive system disease|Pathology (anatomical condition)	Digestive system disease|Pathology (anatomical condition)	marker/mechanism		14757854
d008107	Hepatorenal Syndrome	MESH:D006530	EDN1	1906	Digestive system disease|Urogenital disease (female)|Urogenital disease (male)	Digestive system disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism		7967349
d008107	Hepatorenal Syndrome	MESH:D006530	HMOX1	3162	Digestive system disease|Urogenital disease (female)|Urogenital disease (male)	Digestive system disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism		21253390
d008107	Hypertension, Portal	MESH:D006975	AVP	551	Digestive system disease	Digestive system disease	therapeutic		6696534
d008107	Hypertension, Portal	MESH:D006975	DGUOK	1716	Digestive system disease	Digestive system disease	marker/mechanism	617068	
d008107	Hypertension, Portal	MESH:D006975	NOS3	4846	Digestive system disease	Digestive system disease	therapeutic		18070013
d008107	Hypertension, Portal	MESH:D006975	VEGFA	7422	Digestive system disease	Digestive system disease	therapeutic		18416461
d008107	INFANTILE LIVER FAILURE SYNDROME 1	OMIM:615438	LARS1	51520	Digestive system disease	Digestive system disease	marker/mechanism	615438	
d008107	INFANTILE LIVER FAILURE SYNDROME 2	OMIM:616483	NBAS	51594	Digestive system disease	Digestive system disease	marker/mechanism	616483	
d008107	INFECTIONS, RECURRENT, WITH ENCEPHALOPATHY, HEPATIC DYSFUNCTION, AND CARDIOVASCULAR MALFORMATIONS	OMIM:613759	FADD	8772	Bacterial infection or mycosis|Cardiovascular disease|Congenital abnormality|Digestive system disease|Nervous system disease	Bacterial infection or mycosis|Cardiovascular disease|Congenital abnormality|Digestive system disease|Nervous system disease	marker/mechanism	613759	
d008107	INTERSTITIAL LUNG AND LIVER DISEASE	OMIM:615486	MARS1	4141	Digestive system disease|Respiratory tract disease	Digestive system disease|Respiratory tract disease	marker/mechanism	615486	
d008107	Intrahepatic Cholestasis of Pregnancy	MESH:C535932	ABCB4	5244	Digestive system disease|Pregnancy complication	Digestive system disease|Pregnancy complication	marker/mechanism	614972	
d008107	Intrahepatic Cholestasis of Pregnancy	MESH:C535932	ATP8B1	5205	Digestive system disease|Pregnancy complication	Digestive system disease|Pregnancy complication	marker/mechanism	147480	
d008107	Intrahepatic Cholestasis of Pregnancy	MESH:C535932	TNF	7124	Digestive system disease|Pregnancy complication	Digestive system disease|Pregnancy complication	marker/mechanism		23627780
d008107	Intrahepatic Cholestasis of Pregnancy	MESH:C535932	VCAM1	7412	Digestive system disease|Pregnancy complication	Digestive system disease|Pregnancy complication	marker/mechanism		28851649
d008107	Liver Cirrhosis	MESH:D008103	A2M	2	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	ABCB4	5244	Digestive system disease	Digestive system disease	marker/mechanism		18221819|8698195
d008107	Liver Cirrhosis	MESH:D008103	ACTA2	59	Digestive system disease	Digestive system disease	marker/mechanism		24239723|24321339|30097701
d008107	Liver Cirrhosis	MESH:D008103	ADRA1A	148	Digestive system disease	Digestive system disease	marker/mechanism		16782692
d008107	Liver Cirrhosis	MESH:D008103	AGT	183	Digestive system disease	Digestive system disease	marker/mechanism		15613622
d008107	Liver Cirrhosis	MESH:D008103	AHR	196	Digestive system disease	Digestive system disease	marker/mechanism		29416063
d008107	Liver Cirrhosis	MESH:D008103	ALAD	210	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Liver Cirrhosis	MESH:D008103	ALB	213	Digestive system disease	Digestive system disease	marker/mechanism		17977396|21851314
d008107	Liver Cirrhosis	MESH:D008103	ANKS6	203286	Digestive system disease	Digestive system disease	marker/mechanism		23793029
d008107	Liver Cirrhosis	MESH:D008103	ARNT	405	Digestive system disease	Digestive system disease	marker/mechanism		22271822
d008107	Liver Cirrhosis	MESH:D008103	ARRB1	408	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	ATP7B	540	Digestive system disease	Digestive system disease	marker/mechanism		25134866
d008107	Liver Cirrhosis	MESH:D008103	BAMBI	25805	Digestive system disease	Digestive system disease	marker/mechanism		30097701
d008107	Liver Cirrhosis	MESH:D008103	C1QB	713	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	CCL2	6347	Digestive system disease	Digestive system disease	marker/mechanism		20697377
d008107	Liver Cirrhosis	MESH:D008103	CCN2	1490	Digestive system disease	Digestive system disease	marker/mechanism		16652398|17657819|26396155
d008107	Liver Cirrhosis	MESH:D008103	CD14	929	Digestive system disease	Digestive system disease	marker/mechanism		20353583
d008107	Liver Cirrhosis	MESH:D008103	CD9	928	Digestive system disease	Digestive system disease	marker/mechanism		26396155
d008107	Liver Cirrhosis	MESH:D008103	CHRM3	1131	Digestive system disease	Digestive system disease	marker/mechanism		20197374
d008107	Liver Cirrhosis	MESH:D008103	CNR1	1268	Digestive system disease	Digestive system disease	marker/mechanism		11433348|21863215
d008107	Liver Cirrhosis	MESH:D008103	CNR2	1269	Digestive system disease	Digestive system disease	marker/mechanism		15765409
d008107	Liver Cirrhosis	MESH:D008103	COL1A1	1277	Digestive system disease	Digestive system disease	marker/mechanism		21863215|24239723|24321339|26396155
